Stage,Sector,naics4,naics_title,emp,num_to_set,denom_total,share_to_set
Upstream,4. Parts & Machining,3344,Semiconductor and Other Electronic Component Manufacturing,13800.0,387206186.69328475,993250060.1487813,0.38983756682107246
Upstream,1. Materials & Processing - Metals,3314,Nonferrous Metal (except Aluminum) Production and Processing,1250.0,114010482.8420134,294215293.0621523,0.3875069907325618
Upstream,1. Materials & Processing - Metals,3313,Alumina and Aluminum Production and Processing,2610.0,253965113.5490563,682148565.8189805,0.37230176280462957
,,4237,,,432400843.68441004,1230254658.5333905,0.3514726326660556
Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales",4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,0.0,325975651.264516,933259237.469978,0.34928735572789044
,,4232,,,82146529.25039,240775687.70844847,0.34117451820908073
Upstream,1. Materials & Processing - Coatings & Surface Treatments,3328,"Coating, Engraving, Heat Treating, and Allied Activities",11900.0,273916509.53533,807906169.5437286,0.33904495331435147
,,4233,,,338734587.47494996,1034975547.0249515,0.3272875271774741
Downstream,"8. Motor Vehicle Parts, Materials, & Products Sales",4239,Miscellaneous Durable Goods Merchant Wholesalers,0.0,552787716.1155798,1692439755.3077404,0.32662179813606723
,,4236,,,577192082.8993236,1805743757.0707784,0.3196422973299527
Upstream,1. Materials & Processing - Non-Metals,3261,Plastics Product Manufacturing,35520.0,982784872.616004,3178537014.065183,0.3091940940964766
,,3334,,,81922166.9329413,283118541.65664274,0.28935641746944973
,,3222,,,360325257.307398,1281545615.375012,0.2811645976424787
,,3366,,,4715419.237023599,16893428.76988786,0.27912742293197007
,,3131,,,1133980.873997,4075141.709918909,0.2782678382047149
,,3159,,,422687.3759,1541881.9374535673,0.27413731598547175
,,3152,,,1616077.0384672002,6368133.0711964,0.2537756388566772
,,3151,,,41310.70946,164804.3023317049,0.25066523674153307
,,3133,,,12475215.895,49792236.0328436,0.2505454040419311
Upstream,2. Equipment Manufacturing,3335,Metalworking Machinery Manufacturing,30000.0,169593714.78913,681557972.9948967,0.2488324126616884
