segment,occcd,soctitle,occ_level,year,employment,share_within_level,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped
1. Materials & Processing,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2021,,,"        Lathe and turning machine tool setters, operators, and tenders, metal and plastic",Line item,18.9,16.4,-2.6,-13.6,1.5,48620,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2021,60.0,0.0008443568815085843,"        Milling and planing machine setters, operators, and tenders, metal and plastic",Line item,13.8,11.8,-2.0,-14.4,1.1,48310,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4041,Machinists,detailed,2021,310.0,0.004362510554461019,      Machinists,Line item,299.5,299.6,0.0,0.0,29.5,56150,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
1. Materials & Processing,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,2021,630.0,0.008865747255840136,        Metal-refining furnace operators and tenders,Line item,20.8,20.3,-0.5,-2.3,2.0,55770,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4052,"Pourers and Casters, Metal",detailed,2021,230.0,0.00323670137911624,"        Pourers and casters, metal",Line item,5.9,5.7,-0.3,-4.7,0.6,48940,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4061,"Model Makers, Metal and Plastic",detailed,2021,80.0,0.001125809175344779,"        Model makers, metal and plastic",Line item,3.2,2.6,-0.6,-18.2,0.3,62700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4071,Foundry Mold and Coremakers,detailed,2021,90.0,0.0012665353222628764,        Foundry mold and coremakers,Line item,12.7,9.4,-3.3,-25.9,0.9,45700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2021,7760.0,0.10920349000844357,"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",Line item,154.6,148.8,-5.8,-3.8,15.9,41230,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,2021,410.0,0.005769772023641992,"      Multiple machine tool setters, operators, and tenders, metal and plastic",Line item,131.0,130.3,-0.7,-0.5,12.8,46060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4111,Tool and Die Makers,detailed,2021,510.0,0.007177033492822967,      Tool and die makers,Line item,55.2,49.3,-6.0,-10.8,4.7,63180,Postsecondary nondegree award,nan,Long-term on-the-job training,SC or associate's
1. Materials & Processing,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,2021,560.0,0.007880664227413453,"        Welders, cutters, solderers, and brazers",Line item,457.3,467.2,9.9,2.2,45.6,51000,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,2021,,,"        Welding, soldering, and brazing machine setters, operators, and tenders",Line item,38.9,35.4,-3.5,-9.0,3.2,47060,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,2021,540.0,0.007599211933577259,"        Heat treating equipment setters, operators, and tenders, metal and plastic",Line item,14.8,12.9,-1.9,-12.8,1.2,47450,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4192,"Layout Workers, Metal and Plastic",detailed,2021,110.0,0.0015479876160990713,"        Layout workers, metal and plastic",Line item,5.7,5.4,-0.3,-5.4,0.5,61870,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,2021,1620.0,0.022797635800731776,"        Plating machine setters, operators, and tenders, metal and plastic",Line item,31.7,27.4,-4.3,-13.6,2.5,41600,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,2021,60.0,0.0008443568815085843,"        Tool grinders, filers, and sharpeners",Line item,5.8,5.4,-0.5,-7.8,0.5,48970,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,2021,,,"        Metal workers and plastic workers, all other",Line item,20.4,18.5,-1.9,-9.5,1.7,42750,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-5112,Printing Press Operators,detailed,2021,,,      Printing press operators,Line item,150.2,138.0,-12.2,-8.1,13.7,45160,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-6031,Sewing Machine Operators,detailed,2021,,,      Sewing machine operators,Line item,124.0,110.7,-13.3,-10.8,13.0,36000,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,2021,70.0,0.0009850830284266817,"        Woodworking machine setters, operators, and tenders, except sawing",Line item,63.1,61.9,-1.1,-1.8,6.4,40440,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-8021,Stationary Engineers and Boiler Operators,detailed,2021,,,      Stationary engineers and boiler operators,Line item,33.3,34.0,0.7,2.2,3.8,75190,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
1. Materials & Processing,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,2021,60.0,0.0008443568815085843,      Water and wastewater treatment plant and system operators,Line item,132.4,123.8,-8.7,-6.5,10.7,58260,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
1. Materials & Processing,51-8091,Chemical Plant and System Operators,detailed,2021,100.0,0.0014072614691809737,        Chemical plant and system operators,Line item,18.1,17.0,-1.1,-6.1,1.6,73540,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9011,Chemical Equipment Operators and Tenders,detailed,2021,1810.0,0.025471432592175627,        Chemical equipment operators and tenders,Line item,128.9,133.1,4.3,3.3,14.4,57090,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,2021,,,"        Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",Line item,54.4,52.0,-2.3,-4.3,5.4,49500,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,2021,110.0,0.0015479876160990713,"        Crushing, grinding, and polishing machine setters, operators, and tenders",Line item,28.7,27.9,-0.7,-2.5,2.7,46890,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,2021,980.0,0.013791162397973544,"        Mixing and blending machine setters, operators, and tenders",Line item,101.1,94.3,-6.8,-6.8,8.8,47680,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,2021,170.0,0.0023923444976076554,"        Cutting and slicing machine setters, operators, and tenders",Line item,49.0,47.9,-1.1,-2.3,5.3,45700,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,2021,1680.0,0.023641992682240362,"      Extruding, forming, pressing, and compacting machine setters, operators, and tenders",Line item,57.3,58.4,1.1,2.0,5.2,45130,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,2021,80.0,0.001125809175344779,"      Furnace, kiln, oven, drier, and kettle operators and tenders",Line item,16.5,17.0,0.5,3.0,1.9,47010,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,2021,3580.0,0.05037996059667886,"      Inspectors, testers, sorters, samplers, and weighers",Line item,598.0,598.1,0.1,0.0,69.9,47460,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,2021,470.0,0.006614128905150577,      Packaging and filling machine operators and tenders,Line item,381.2,398.2,17.0,4.5,45.3,40900,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,2021,1390.0,0.019560934421615536,"        Coating, painting, and spraying machine setters, operators, and tenders",Line item,165.5,166.7,1.2,0.7,15.8,47590,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9161,Computer Numerically Controlled Tool Operators,detailed,2021,190.0,0.00267379679144385,        Computer numerically controlled tool operators,Line item,177.1,158.1,-19.0,-10.7,13.5,49970,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9162,Computer Numerically Controlled Tool Programmers,detailed,2021,130.0,0.001829439909935266,        Computer numerically controlled tool programmers,Line item,28.3,31.9,3.6,12.8,3.1,65670,Postsecondary nondegree award,nan,Moderate-term on-the-job training,SC or associate's
1. Materials & Processing,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,2021,150.0,0.0021108922037714607,"        Cleaning, washing, and metal pickling equipment operators and tenders",Line item,14.6,15.2,0.5,3.6,1.6,41460,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,2021,800.0,0.01125809175344779,"        Molders, shapers, and casters, except metal and plastic",Line item,41.7,44.3,2.6,6.2,5.5,45690,High school diploma or equivalent,nan,Long-term on-the-job training,HS or less
1. Materials & Processing,51-9197,Tire Builders,detailed,2021,,,        Tire builders,Line item,20.9,21.4,0.5,2.3,2.5,55580,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,51-9198,Helpers--Production Workers,detailed,2021,340.0,0.004784688995215311,        Helpers--production workers,Line item,168.5,153.5,-15.0,-8.9,23.6,38220,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,51-9199,"Production Workers, All Other",detailed,2021,450.0,0.0063326766113143826,"        Production workers, all other",Line item,292.8,294.3,1.5,0.5,31.6,38820,High school diploma or equivalent,nan,Moderate-term on-the-job training,HS or less
1. Materials & Processing,53-0000,Transportation and Material Moving Occupations,major,2021,6180.0,0.08583333333333333,  Transportation and material moving occupations,Summary,14204.6,14784.4,579.9,4.1,1830.0,42740,—,—,—,
1. Materials & Processing,53-1047,"First-Line Supervisors of Transportation and Material-Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,2021,150.0,0.0021108922037714607,"      First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",Line item,609.6,632.2,22.5,3.7,61.3,61890,High school diploma or equivalent,Less than 5 years,nan,HS or less
1. Materials & Processing,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,2021,510.0,0.007177033492822967,        Heavy and tractor-trailer truck drivers,Line item,2235.1,2324.4,89.3,4.0,237.6,57440,Postsecondary nondegree award,nan,Short-term on-the-job training,SC or associate's
1. Materials & Processing,53-3033,Light Truck Drivers,detailed,2021,190.0,0.00267379679144385,        Light truck drivers,Line item,1079.8,1158.6,78.9,7.3,120.2,44140,High school diploma or equivalent,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,53-7021,Crane and Tower Operators,detailed,2021,100.0,0.0014072614691809737,      Crane and tower operators,Line item,42.3,43.5,1.3,3.0,3.8,66370,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,HS or less
1. Materials & Processing,53-7041,Hoist and Winch Operators,detailed,2021,,,      Hoist and winch operators,Line item,2.7,2.7,0.0,-1.1,0.3,52310,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,53-7051,Industrial Truck and Tractor Operators,detailed,2021,1370.0,0.01927948212777934,      Industrial truck and tractor operators,Line item,792.5,801.6,9.1,1.1,76.4,46390,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,2021,2360.0,0.033211370672670985,"        Laborers and freight, stock, and material movers, hand",Line item,2988.9,3033.1,44.3,1.5,384.3,38940,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,53-7063,Machine Feeders and Offbearers,detailed,2021,,,        Machine feeders and offbearers,Line item,46.5,40.4,-6.0,-13.0,4.7,39700,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,53-7064,"Packers and Packagers, Hand",detailed,2021,920.0,0.01294680551646496,"        Packers and packagers, hand",Line item,591.8,559.7,-32.2,-5.4,74.0,35580,No formal educational credential,nan,Short-term on-the-job training,HS or less
1. Materials & Processing,53-7065,Stockers and Order Fillers,detailed,2021,480.0,0.006754855052068675,        Stockers and order fillers,Line item,2764.8,2999.8,235.0,8.5,472.3,37090,No formal educational credential,nan,Short-term on-the-job training,HS or less
